C,P,Вивейс,Рамиприл,10мг,Шахмал,30,Balkanpharma-Dupnitsa AD,Болгар,2019.04.29,5690528148442
D,P,Тридокс,Бетаметазон + Клотримазол + Гентамицин,0.5мг+1мг+10мг-15г,Гель,1,Oxford Laboratories PVT. Ltd,БНЭУ,2024.04.29,8902034104032
H,P,Профилтиоурацил БП50,Пропилтиоурацил,50мг,Шахмал,20,Macleods Pharmaceuticals Limited,БНЭУ,2019.04.29, 
J,P,Ванкотрин,Ванкомицин,500мг,Тарилгын нунтаг,10,"Aprogen Pharmaceutical, Inc",БНСУ,2024.04.29,108506518010126
J,P,Сеонелксим,Цефотаксим,1г,Тарилгын уусмал бэлтгэх нунтаг,10,"Aprogen Pharmaceutical, Inc",БНСУ,2024.04.29,8656021044206
J,P,Цефаклор,Цефаклор,30мл,Сироп,1,"Ildong Pharmaceutical Co.,Ltd",БНСУ,2019.04.29, 
J,P,Ланфикс,Цефиксим,100мг,Капсул,30,PT. Pertiwi Agung,Индонез,2024.04.29,8994757000975
J,P,Ланфикс,Цефиксим,200мг,Капсул,10,PT. Pertiwi Agung,Индонез,2024.04.29,8994757000982
J,P,Амоксан 250,Амоксициллин,250мг,Капсул,10x10,PT. Caprifarmindo Laboratories,Индонез,2024.04.29,8993008310023
L,P,Анастрозол-Денк,Анастрозол,1мг,Бүрхүүлтэй шахмал,30,Haupt Pharma Munster GmbH,Герман,2024.04.29,4031571063787
L,P,Флударабин Актавис,Флударабин,50мг,Тарилгын уусмал бэлтгэх нунтаг,1,S.C. Sindan - Pharma S.R.L,Румын,2019.04.29, 
L,P,Дакарбазин - Лэнс,Дакарбазин,100мг,Тарилгын уусмал бэлтгэх лиофилизат нунтаг,1,Lens - Pharm LLC,ОХУ,2019.04.29, 
L,P,Дакарбазин - Лэнс,Дакарбазин,200мг,Тарилгын уусмал бэлтгэх лиофилизат нунтаг,1,Lens - Pharm LLC,ОХУ,2019.04.29, 
L,P,Доксорубицин - Лэнс,Доксорубицин,10мг,Тарилгын уусмал бэлтгэх лиофилизат нунтаг,1,Lens - Pharm LLC,ОХУ,2019.04.29, 
M,O,Бруфен,Ибупрофен,200мг,Шахмал,10,"Samil pharm Co.,Ltd",БНСУ,2019.04.29, 
M,O,Бруфен,Ибупрофен,200мг,Шахмал,500,"Samil pharm Co.,Ltd",БНСУ,2019.04.29, 
M,O,Бруфен,Ибупрофен,400мг,Шахмал,10,"Samil pharm Co.,Ltd",БНСУ,2019.04.29, 
M,O,Бруфен,Ибупрофен,400мг,Шахмал,500,"Samil pharm Co.,Ltd",БНСУ,2019.04.29, 
M,P,Вольтарен,Диклофенак,100мг,Лаа,5,"Delpharm Huningue SAS, France for Novartis Consumer Health SA, Switzerland",Франц,2024.04.29,7680392540341
N,N,Долоника,Оксикодоны гидрохлорид,10мг,Уртасгасан үйлдэлтэй шахмал,30,Acino Pharma AG,Швейцари,2019.04.29,7640153083029
N,N,Долоника,Оксикодоны гидрохлорид,20мг,Уртасгасан үйлдэлтэй шахмал,30,Acino Pharma AG,Швейцари,2019.04.29,7640153083043
N,O,Валемидин,Эмийн бамбайн хуурай ханд + дифенгидрамин,0.05г+16.6мл-50мл,Уусмал,1,Pharmamed LLC,ОХУ,2019.04.29,4607068360075
N,O,Тенотен,S-100 тархины өвөрмөц уургийн эсрэгбие,0.003г,Шахмал,40,Materia Medica Holding OOO NPF,ОХУ,2024.04.29,4607009582269
N,O,Тенотен /хүүхэд/,S-100 тархины өвөрмөц уургийн эсрэгбие,0.003г,Шахмал,40,Materia Medica Holding OOO NPF,ОХУ,2024.04.29,4607009582153
N,O,Киндинорм,Балжингаравын ханд + Кальцийн фосфат + Staphisagria + Эмийн бамбайн хуурай ханд,10г,Гранул,1,DHU Arzneimittel GmbH & Co.KG,Герман,2019.04.29,4029917003627
N,P,Нейромидин,Ипидакрин,20мг,Шахмал,50,Olainfarm JSC,Латви,2024.04.29,4750258313105
N,P,Адаптол,Мебикар,300мг,Капсул,20,Olainfarm JSC,Латви,2024.04.29,4750258313198
N,P,Адаптол,Мебикар,500мг,Шахмал,20,Olainfarm JSC,Латви,2024.04.29,4750258313204
R,O,Зодак,Цетиризин,10мг,Бүрхүүлтэй шахмал,10,Zentiva K.S.,Чех,2024.04.29,8594739224605
A,O,Мелафос,Поливитамин,60мл,Сироп,1,PT. Pertiwi Agung,Индонез,2024.05.14,8994757001033
C,O,Молинфа,Ретинол + Холины фенофибрат + DHA oil + Тиамин + Цианокобаламин + Эргокальциферол + Цайр + Төмөр, ,Капсул,30,PT. Pertiwi Agung,Индонез,2024.05.14,8994757001118
C,P,Валсартан,Валсартан,80мг,Капсул,10x10,"Xinxiang Forgood Pharmaceuticals Co.,Ltd",БНХАУ,2019.05.14, 
G,P,Анпо,Ритодрин,10мг,Шахмал,10,"Taiwan Biotech Co.,Ltd",Тайвань,2019.05.14, 
M,O,Ибупрофен,Ибупрофен,400мг,Бүрхүүлтэй шахмал,10x10,"Xinxiang Forgood Pharmaceuticals Co.,Ltd",БНХАУ,2019.05.14, 
M,O,Аллипен,Ибупрофен,400мг,Шахмал,10x10,"Deawoo Pharm Co.,Ltd",БНСУ,2019.05.14, 
T,O,Биенбанг воованг чунг сим вон,Уламжлалт эм, ,Үрэл,10,"Kwang Dong Pharmaceutical Co.,Ltd",БНСУ,2024.05.15,1880641800661
A,O,Полибутин,Тримебутин,100мг,Шахмал,500,"Samil pharm Co.,Ltd",БНСУ,2019.07.01, 
A,O,Полибутин СР,Тримебутин,300мг,Шахмал,100,"Samil pharm Co.,Ltd",БНСУ,2019.07.01, 
A,P,Силиген,Силимарин,100мг,Капсул,10x10,"Standard Chem. & Pharm. Co.,Ltd",Тайвань,2019.07.01, 
A,P,Стрептомак,Стрептомицин,1г,Тарилгын уусмал бэлтгэх нунтаг,1,Macleods Pharmaceuticals Limited,БНЭУ,2019.07.01, 
C,P,Роксера,Розувастатин,5мг,Бүрхүүлтэй шахмал,30,"KRKA d.d., Novo Mesto",Словени,2024.05.24,3838989604684
C,P,Роксера,Розувастатин,10мг,Бүрхүүлтэй шахмал,30,"KRKA d.d., Novo Mesto",Словени,2024.05.24, 
C,P,Роксера,Розувастатин,20мг,Бүрхүүлтэй шахмал,30,"KRKA d.d., Novo Mesto",Словени,2024.05.24,3838989599133
C,P,Валсартан Сандоз,Валсартан,40мг,Бүрхүүлтэй шахмал,28,Sandoz Pharmaceuticals d.d,Словени,2024.07.01, 
C,P,Валсартан Сандоз,Валсартан,80мг,Бүрхүүлтэй шахмал,28,Sandoz Pharmaceuticals d.d,Словени,2024.07.01, 
C,P,Верошпирон,Спиронолактон,50мг,Капсул,30,Gedeon Richter Romania S.A.,Румын,2019.07.01,5997001358832
C,P,Верошпирон,Спиронолактон,100мг,Капсул,30,Gedeon Richter Romania S.A.,Румын,2019.07.01,5997001358849
G,P,Сиалис,Тадалафил,20мг,Бүрхүүлтэй шахмал,1,"Lilly S.A.,",Испани,2019.07.01, 
J,P,Эдицин,Ванкомицин,500мг,Тарилгын уусмал бэлтгэх нунтаг,1,"Lek Pharmaceuticals d.d,",Словени,2024.07.01, 
J,P,Эдицин,Ванкомицин,1000мг,Тарилгын уусмал бэлтгэх нунтаг,1,"Lek Pharmaceuticals d.d,",Словени,2024.07.01,3838957872145
J,P,Фипим,Цефепим,500мг,Тарилгын уусмал бэлтгэх нунтаг,1,Oxford Laboratories PVT. Ltd,БНЭУ,2024.07.01,8902034108078
J,P,Фипим,Цефепим,1г,Тарилгын уусмал бэлтгэх нунтаг,1,Oxford Laboratories PVT. Ltd,БНЭУ,2024.07.01,8902034108085
J,P,Капоцин,Капреомицин,1г,Тарилгын уусмал бэлтгэх нунтаг,1,Macleods Pharmaceuticals Limited,БНЭУ,2019.07.01, 
J,P,Моксимак,Моксифлоксацин,400мг,Бүрхүүлтэй шахмал,5,Macleods Pharmaceuticals Limited,БНЭУ,2024.07.01, 
J,P,Азитопс,Азитромицин,500мг,Тарилгын уусмал бэлтгэх нунтаг,1,"Ildong Pharmaceutical Co.,Ltd",БНСУ,2019.07.01, 
R,O,Колди, ,90мл,Сироп,1,"Samil pharm Co.,Ltd",БНСУ,2019.07.01, 
R,O,Лордестин,Дезлоратадин,5мг,Бүрхүүлтэй шахмал,10,CJSC Gedeon Richter - RUS for Gedeon Richter Plc,Унгар,2024.07.01,4605469001467
R,O,Лордестин,Дезлоратадин,5мг,Бүрхүүлтэй шахмал,30,CJSC Gedeon Richter - RUS for Gedeon Richter Plc,Унгар,2024.07.01,4605469001474
R,P,Аладка,Ксилометазолин,15мл,Спрей,1,Hanoi University of Pharmacy - Duoc Khoa Pharmaceutical One Member Company Limited,Вьетнам,2019.07.01, 
S,P,Пандекс,Дексаметазон,5мл,Нүдний дусал,1,Hanoi University of Pharmacy - Duoc Khoa Pharmaceutical One Member Company Limited,Вьетнам,2019.07.01, 
A,O,Мотилиум,Домперидон,10мг,Бүрхүүлтэй шахмал,30,"Janssen - Cilag, France for Johnson & Johnson LLC",ОХУ,2024.08.04,3574661039190
A,P,Гликлазид Сандоз,Гликлазид,30мг,Уртасгасан үйлдэлтэй шахмал,30,"Lek Pharmaceuticals d.d,",Словени,2019.08.04, 
A,P,Гликлазид Сандоз,Гликлазид,30мг,Уртасгасан үйлдэлтэй шахмал,60,"Lek Pharmaceuticals d.d,",Словени,2019.08.04, 
C,P,Лозар-Денк 25,Лозартан,25мг,Бүрхүүлтэй шахмал,28,Denk Pharma GmbH & Co.KG,Герман,2024.08.04,4031571058134
G,P,Игнис,Силденафил,50мг,Аманд уусдаг хальс,10,"Kwang Dong Pharmaceutical Co.,Ltd",БНСУ,2024.08.04,AA00019273
J,P,Вильпрафен,Джозамицин,500мг,Бүрхүүлтэй шахмал,10,Temmler Werke GmbH,Герман,2019.08.04,4607098451248
J,P,Вильпрафен Солютаб,Джозамицин,1000мг,Дисперсийн шахмал,10,Temmler Werke GmbH,Герман,2019.08.04,4607098451231
J,P,Макокс - 300,Рифампицин,300мг,Капсул,10x10,Macleods Pharmaceuticals Limited,БНЭУ,2019.08.04, 
J,P,Солонекс 300,Изониазид,300мг,Шахмал,10x10,Macleods Pharmaceuticals Limited,БНЭУ,2024.08.04,8901463117873
J,P,Лизомак 600,Линезолид,600мг,Шахмал,10,Macleods Pharmaceuticals Limited,БНЭУ,2024.08.04,8901463117354
J,P,Аксел - Цефалексин,Цефалексин,500мг,Капсул,10x10,Kotrapharma (M) SDN BHD,Малайз,2024.08.04, 
J,P,Аксел - Цефалексин,Цефалексин,250мг,Капсул,10x10,Kotrapharma (M) SDN BHD,Малайз,2024.08.04, 
M,O,Ксеро,Дексибупрофен,150мг,Шахмал,20,"Samil pharm Co.,Ltd",БНСУ,2019.08.04, 
M,P,Ибупрофен - Денк 600,Ибупрофен,600мг,Бүрхүүлтэй шахмал,10x10,Denk Pharma GmbH & Co.KG,Герман,2024.08.04, 
M,P,Ибупрофен - Денк 600,Ибупрофен,600мг,Бүрхүүлтэй шахмал,20,Denk Pharma GmbH & Co.KG,Герман,2024.08.04,4031571065422
M,P,Диклак 75,Диклофенак,75мг,Уртасгасан үйлдэлтэй шахмал,20,Salutas Pharma GmbH,Герман,2024.08.04, 
N,P,Седалит,Литийн карбонат,300мг,Бүрхүүлтэй шахмал,50,Pharmstandard - Leksredstva OJSC,ОХУ,2019.08.04, 
R,O,Бронолак,Амброксол,30мг,Шахмал,20,Sedico Pharmaceuticals Company,Египет,2019.08.04, 
A,P,Клиран,Ондансетрон,8мг,Бүрхүүлтэй шахмал,30,PT. Bernofarm Pharmaceutical Company,Индонез,2024.09.22,8992001700046
A,P,Метолон,Метоклопрамид,10мг,Шахмал,10x10,PT. Bernofarm Pharmaceutical Company,Индонез,2024.09.22,8992001700022
H,P,Метилпреднизолон,Метилпреднизолон,8мг,Шахмал,10x10,PT. Bernofarm Pharmaceutical Company,Индонез,2019.09.22, 
J,P,Виреад,Тенофовир,300мг,Шахмал,30,Takeda GmbH,Герман,2019.09.22,8904093800030
A,P,Одестон,Гимекромон,200мг,Шахмал,50,Adamed Pharma S.A,Польш,2024.10.26,5904374007571
B,O,Кардиомагнил,Ацетилсалицилийн хүчил,75мг,Бүрхүүлтэй шахмал,30,Takeda GmbH,Герман,2024.10.26,4031083004575
